history_id,user_id,quiz_type,start_time,end_time,total_questions,correct_answers,score,quiz_mode,completion_status,time_spent,accuracy
38,2931,在线挑战,2024-05-03 14:02:48,2024-05-03 14:35:30,28,25,89.28571428571429,PK,完成,1962,89.28571428571429
39,4472,每日一练,2024-08-04 02:51:48,2024-08-04 03:51:06,32,21,65.625,练习,未完成,3558,65.625
40,2764,每日一练,2024-10-21 17:30:48,2024-10-21 18:10:56,37,11,29.72972972972973,PK,完成,2408,29.72972972972973
41,1496,每日一练,2025-02-21 13:19:48,2025-02-21 14:07:30,19,0,0.0,PK,完成,2862,0.0
42,70,在线挑战,2024-06-23 17:30:48,2024-06-23 18:08:21,31,0,0.0,练习,未完成,2253,0.0
43,2818,在线挑战,2024-10-06 03:59:48,2024-10-06 04:51:45,17,12,70.58823529411765,PK,未完成,3117,70.58823529411765
44,2110,离线练习,2024-12-03 12:24:48,2024-12-03 13:22:07,45,37,82.22222222222221,PK,未完成,3439,82.22222222222221
45,4082,每日一练,2025-01-25 04:35:48,2025-01-25 04:54:09,47,18,38.297872340425535,PK,完成,1101,38.297872340425535
46,4517,在线挑战,2024-12-23 13:26:48,2024-12-23 14:15:46,33,22,66.66666666666666,练习,完成,2938,66.66666666666666
47,1010,每日一练,2024-09-15 01:57:48,2024-09-15 02:07:46,27,26,96.29629629629629,练习,未完成,598,96.29629629629629
48,120,离线练习,2024-09-05 22:19:48,2024-09-05 22:26:36,8,2,25.0,练习,未完成,408,25.0
49,1408,考点练习,2024-10-02 02:00:48,2024-10-02 02:51:19,27,1,3.7037037037037033,PK,完成,3031,3.7037037037037033
50,3013,离线练习,2024-11-15 20:48:48,2024-11-15 21:41:26,50,23,46.0,PK,未完成,3158,46.0
51,527,每日一练,2024-04-24 17:36:48,2024-04-24 17:46:35,12,8,66.66666666666666,练习,未完成,587,66.66666666666666
52,4732,每日一练,2024-11-03 20:32:48,2024-11-03 21:19:56,9,4,44.44444444444444,练习,完成,2828,44.44444444444444
53,3411,在线挑战,2024-10-24 19:50:48,2024-10-24 20:28:32,33,19,57.57575757575758,PK,未完成,2264,57.57575757575758
54,4599,离线练习,2025-03-08 13:46:48,2025-03-08 14:13:02,5,1,20.0,PK,未完成,1574,20.0
55,3661,离线练习,2024-06-05 12:00:48,2024-06-05 12:47:04,9,1,11.11111111111111,PK,完成,2776,11.11111111111111
56,1871,每日一练,2025-03-21 10:33:48,2025-03-21 11:29:43,25,2,8.0,练习,未完成,3355,8.0
57,209,离线练习,2024-11-27 16:42:48,2024-11-27 17:01:55,27,8,29.629629629629626,PK,未完成,1147,29.629629629629626
58,106,在线挑战,2024-10-02 19:23:48,2024-10-02 19:45:37,33,16,48.484848484848484,练习,完成,1309,48.484848484848484
59,4042,每日一练,2025-02-10 12:45:48,2025-02-10 13:08:56,27,18,66.66666666666666,PK,未完成,1388,66.66666666666666
60,3494,考点练习,2024-08-21 04:23:48,2024-08-21 04:52:26,32,16,50.0,PK,完成,1718,50.0
61,1348,在线挑战,2024-09-22 09:55:48,2024-09-22 10:07:22,45,8,17.77777777777778,PK,完成,694,17.77777777777778
62,2661,考点练习,2024-04-28 17:57:48,2024-04-28 18:54:02,17,9,52.94117647058824,练习,完成,3374,52.94117647058824
63,4469,在线挑战,2024-08-28 23:11:48,2024-08-28 23:37:51,32,25,78.125,练习,未完成,1563,78.125
64,2590,在线挑战,2024-12-06 04:24:48,2024-12-06 04:52:57,12,0,0.0,练习,未完成,1689,0.0
65,2083,考点练习,2025-01-16 06:48:48,2025-01-16 07:23:35,14,9,64.28571428571429,练习,未完成,2087,64.28571428571429
66,4449,考点练习,2024-08-05 01:08:48,2024-08-05 01:16:24,5,3,60.0,练习,未完成,456,60.0
67,4436,离线练习,2024-11-14 08:38:48,2024-11-14 09:08:39,15,7,46.666666666666664,PK,完成,1791,46.666666666666664
68,4211,在线挑战,2025-01-26 17:02:48,2025-01-26 17:49:09,33,18,54.54545454545454,练习,未完成,2781,54.54545454545454
69,3315,考点练习,2024-12-11 19:45:48,2024-12-11 20:31:20,38,22,57.89473684210527,PK,完成,2732,57.89473684210527
70,2353,每日一练,2024-04-20 21:34:48,2024-04-20 22:08:04,30,30,100.0,PK,完成,1996,100.0
71,4480,考点练习,2024-11-11 10:30:48,2024-11-11 10:57:34,33,6,18.181818181818183,PK,未完成,1606,18.181818181818183
72,2197,考点练习,2025-02-04 16:05:48,2025-02-04 16:25:21,30,29,96.66666666666667,PK,完成,1173,96.66666666666667
73,349,离线练习,2024-08-15 03:04:48,2024-08-15 03:24:00,15,13,86.66666666666667,PK,未完成,1152,86.66666666666667
74,2135,在线挑战,2024-06-23 15:36:48,2024-06-23 15:59:32,6,5,83.33333333333334,练习,未完成,1364,83.33333333333334
75,4874,在线挑战,2024-09-30 02:26:48,2024-09-30 03:11:27,17,6,35.294117647058826,PK,未完成,2679,35.294117647058826
76,4738,离线练习,2024-09-14 09:05:48,2024-09-14 09:38:39,47,46,97.87234042553192,练习,未完成,1971,97.87234042553192
77,1533,在线挑战,2024-11-04 23:24:48,2024-11-05 00:08:07,9,0,0.0,PK,未完成,2599,0.0
78,3289,考点练习,2024-05-13 10:30:48,2024-05-13 11:08:40,7,4,57.14285714285714,PK,完成,2272,57.14285714285714
79,3769,在线挑战,2025-01-31 02:15:48,2025-01-31 03:10:21,17,14,82.35294117647058,PK,完成,3273,82.35294117647058
80,4871,考点练习,2024-08-03 10:39:48,2024-08-03 11:25:47,24,17,70.83333333333334,练习,未完成,2759,70.83333333333334
81,3183,每日一练,2024-05-31 09:26:48,2024-05-31 10:21:33,45,4,8.88888888888889,练习,完成,3285,8.88888888888889
82,2006,在线挑战,2024-06-30 12:50:48,2024-06-30 13:03:02,34,13,38.23529411764706,练习,完成,734,38.23529411764706
83,3671,在线挑战,2024-07-04 06:38:48,2024-07-04 07:12:58,35,3,8.571428571428571,PK,未完成,2050,8.571428571428571
84,4630,每日一练,2024-07-26 18:21:48,2024-07-26 18:27:10,37,3,8.108108108108109,PK,未完成,322,8.108108108108109
85,4769,考点练习,2024-05-05 06:50:48,2024-05-05 07:32:17,39,27,69.23076923076923,PK,完成,2489,69.23076923076923
86,4623,每日一练,2025-02-20 15:46:48,2025-02-20 16:41:40,25,11,44.0,练习,未完成,3292,44.0
87,3950,每日一练,2024-06-15 10:37:48,2024-06-15 10:46:36,16,12,75.0,PK,未完成,528,75.0
88,2061,离线练习,2024-04-15 20:39:48,2024-04-15 21:31:50,14,6,42.857142857142854,练习,未完成,3122,42.857142857142854
89,82,每日一练,2024-04-16 02:55:48,2024-04-16 03:16:51,11,2,18.181818181818183,PK,未完成,1263,18.181818181818183
90,2607,每日一练,2024-07-23 07:44:48,2024-07-23 08:27:51,12,12,100.0,练习,完成,2583,100.0
91,4472,每日一练,2024-04-25 15:07:48,2024-04-25 15:13:23,47,14,29.78723404255319,PK,未完成,335,29.78723404255319
92,2022,离线练习,2024-10-19 13:29:48,2024-10-19 14:17:37,42,40,95.23809523809523,PK,未完成,2869,95.23809523809523
93,4678,离线练习,2024-07-14 04:00:48,2024-07-14 04:17:22,27,27,100.0,练习,未完成,994,100.0
94,1858,在线挑战,2024-12-01 11:51:48,2024-12-01 11:59:43,41,36,87.8048780487805,练习,完成,475,87.8048780487805
95,747,离线练习,2024-11-18 23:28:48,2024-11-19 00:18:16,7,4,57.14285714285714,练习,未完成,2968,57.14285714285714
96,4491,在线挑战,2024-12-16 06:08:48,2024-12-16 07:01:49,37,18,48.64864864864865,练习,完成,3181,48.64864864864865
97,2706,在线挑战,2024-11-12 12:05:48,2024-11-12 12:19:46,20,1,5.0,PK,完成,838,5.0
98,2193,每日一练,2024-05-23 11:55:48,2024-05-23 12:28:11,15,15,100.0,练习,完成,1943,100.0
99,337,在线挑战,2024-11-28 11:49:48,2024-11-28 12:34:33,48,5,10.416666666666668,练习,未完成,2685,10.416666666666668
100,2420,离线练习,2024-08-11 10:55:48,2024-08-11 11:51:10,45,0,0.0,练习,未完成,3322,0.0
101,2839,离线练习,2024-12-30 07:21:48,2024-12-30 08:11:02,40,24,60.0,PK,未完成,2954,60.0
102,2641,每日一练,2024-05-13 17:18:48,2024-05-13 18:02:25,17,13,76.47058823529412,练习,未完成,2617,76.47058823529412
103,4261,在线挑战,2025-01-10 00:06:48,2025-01-10 00:27:42,8,6,75.0,练习,完成,1254,75.0
104,2612,考点练习,2024-08-31 05:28:48,2024-08-31 06:00:38,34,17,50.0,PK,完成,1910,50.0
105,3488,在线挑战,2025-02-16 02:52:48,2025-02-16 03:07:17,16,0,0.0,练习,完成,869,0.0
106,3052,在线挑战,2024-09-28 14:14:48,2024-09-28 14:55:51,46,7,15.217391304347828,练习,完成,2463,15.217391304347828
107,2223,考点练习,2025-03-31 10:56:48,2025-03-31 11:12:37,50,16,32.0,练习,未完成,949,32.0
108,2661,在线挑战,2024-04-17 00:47:48,2024-04-17 01:24:51,24,3,12.5,PK,完成,2223,12.5
109,4706,每日一练,2024-08-29 07:49:48,2024-08-29 08:17:11,42,20,47.61904761904761,练习,未完成,1643,47.61904761904761
110,4535,考点练习,2024-10-31 20:18:48,2024-10-31 20:24:08,38,27,71.05263157894737,练习,完成,320,71.05263157894737
111,107,离线练习,2024-11-04 07:51:48,2024-11-04 08:34:29,25,0,0.0,PK,未完成,2561,0.0
112,2954,离线练习,2024-06-09 11:51:48,2024-06-09 12:01:39,28,6,21.428571428571427,练习,未完成,591,21.428571428571427
113,54,考点练习,2024-10-15 21:38:48,2024-10-15 21:45:27,37,35,94.5945945945946,PK,未完成,399,94.5945945945946
114,304,考点练习,2025-01-31 04:40:48,2025-01-31 04:47:58,33,33,100.0,PK,未完成,430,100.0
115,3594,每日一练,2024-08-19 15:25:48,2024-08-19 16:16:27,12,6,50.0,练习,完成,3039,50.0
116,4378,每日一练,2025-03-08 09:02:48,2025-03-08 09:14:16,6,6,100.0,PK,完成,688,100.0
117,2097,每日一练,2024-11-15 19:43:48,2024-11-15 20:09:05,26,12,46.15384615384615,PK,未完成,1517,46.15384615384615
118,1949,在线挑战,2024-04-18 20:46:48,2024-04-18 20:57:44,48,34,70.83333333333334,练习,未完成,656,70.83333333333334
119,625,离线练习,2024-10-24 22:12:48,2024-10-24 22:39:40,38,33,86.8421052631579,练习,未完成,1612,86.8421052631579
120,1025,离线练习,2024-05-25 07:20:48,2024-05-25 08:07:25,40,38,95.0,练习,未完成,2797,95.0
121,1658,每日一练,2024-11-03 04:57:48,2024-11-03 05:33:48,40,15,37.5,PK,完成,2160,37.5
122,1329,每日一练,2024-09-19 04:34:48,2024-09-19 05:32:57,35,10,28.57142857142857,练习,完成,3489,28.57142857142857
123,1457,每日一练,2024-09-05 19:13:48,2024-09-05 19:35:14,32,15,46.875,练习,未完成,1286,46.875
124,3832,在线挑战,2024-05-09 09:35:48,2024-05-09 10:09:03,39,3,7.6923076923076925,PK,未完成,1995,7.6923076923076925
125,472,每日一练,2024-07-18 08:32:48,2024-07-18 09:15:57,46,17,36.95652173913043,练习,未完成,2589,36.95652173913043
126,2893,每日一练,2024-12-16 06:34:48,2024-12-16 07:32:35,9,5,55.55555555555556,练习,未完成,3467,55.55555555555556
127,2779,考点练习,2025-02-13 13:27:48,2025-02-13 13:42:01,5,5,100.0,练习,完成,853,100.0
128,1808,考点练习,2025-01-06 19:05:48,2025-01-06 19:16:46,9,7,77.77777777777779,练习,未完成,658,77.77777777777779
129,1579,每日一练,2025-02-12 16:20:48,2025-02-12 17:07:46,50,28,56.00000000000001,PK,未完成,2818,56.00000000000001
130,4990,每日一练,2024-06-12 02:02:48,2024-06-12 02:47:31,19,8,42.10526315789473,练习,未完成,2683,42.10526315789473
131,1698,在线挑战,2024-06-05 14:56:48,2024-06-05 15:07:15,11,3,27.27272727272727,练习,完成,627,27.27272727272727
132,4919,离线练习,2024-10-01 01:34:48,2024-10-01 01:56:52,48,25,52.083333333333336,练习,完成,1324,52.083333333333336
133,4636,考点练习,2025-03-04 06:11:48,2025-03-04 06:45:07,9,8,88.88888888888889,练习,完成,1999,88.88888888888889
134,1634,离线练习,2024-12-04 07:28:48,2024-12-04 07:58:43,10,3,30.0,练习,未完成,1795,30.0
135,1026,离线练习,2025-02-16 07:28:48,2025-02-16 08:10:17,26,0,0.0,PK,未完成,2489,0.0
136,3405,考点练习,2024-11-01 04:55:48,2024-11-01 05:44:23,25,14,56.00000000000001,PK,完成,2915,56.00000000000001
137,2322,每日一练,2024-05-10 12:40:48,2024-05-10 12:55:08,48,11,22.916666666666664,PK,未完成,860,22.916666666666664
138,2957,离线练习,2024-06-18 01:34:48,2024-06-18 02:03:47,11,6,54.54545454545454,练习,完成,1739,54.54545454545454
139,4340,每日一练,2024-12-15 21:30:48,2024-12-15 22:07:40,36,9,25.0,PK,完成,2212,25.0
140,1078,考点练习,2024-10-23 18:21:48,2024-10-23 19:14:50,31,23,74.19354838709677,PK,完成,3182,74.19354838709677
141,3108,离线练习,2024-11-04 11:12:48,2024-11-04 11:33:17,7,4,57.14285714285714,PK,未完成,1229,57.14285714285714
142,2663,在线挑战,2024-06-23 20:30:48,2024-06-23 20:59:14,50,14,28.000000000000004,练习,未完成,1706,28.000000000000004
143,4686,考点练习,2024-09-18 21:06:48,2024-09-18 21:24:39,31,3,9.67741935483871,PK,未完成,1071,9.67741935483871
144,2376,离线练习,2024-07-22 01:31:48,2024-07-22 02:18:46,48,4,8.333333333333332,PK,完成,2818,8.333333333333332
145,4104,离线练习,2025-01-16 03:40:48,2025-01-16 04:21:34,7,0,0.0,PK,未完成,2446,0.0
146,4500,考点练习,2024-07-31 15:22:48,2024-07-31 16:15:21,37,13,35.13513513513514,练习,完成,3153,35.13513513513514
147,4955,在线挑战,2024-10-04 01:02:48,2024-10-04 01:52:34,20,3,15.0,PK,完成,2986,15.0
148,3094,考点练习,2024-06-26 11:06:48,2024-06-26 11:32:23,20,0,0.0,练习,完成,1535,0.0
149,4062,在线挑战,2024-09-22 19:35:48,2024-09-22 20:28:12,9,7,77.77777777777779,PK,未完成,3144,77.77777777777779
150,919,每日一练,2025-01-24 18:55:48,2025-01-24 19:28:10,12,7,58.333333333333336,练习,完成,1942,58.333333333333336
151,3754,在线挑战,2024-08-09 06:34:48,2024-08-09 07:16:24,17,17,100.0,练习,完成,2496,100.0
152,2400,离线练习,2024-08-14 15:44:48,2024-08-14 15:55:38,16,8,50.0,PK,完成,650,50.0
153,2964,每日一练,2024-06-28 19:14:48,2024-06-28 19:52:49,25,17,68.0,练习,完成,2281,68.0
154,400,考点练习,2025-03-09 06:33:48,2025-03-09 06:50:30,40,12,30.0,PK,完成,1002,30.0
155,784,每日一练,2025-01-11 09:51:48,2025-01-11 10:15:45,17,15,88.23529411764706,练习,未完成,1437,88.23529411764706
156,3947,在线挑战,2024-10-26 17:05:48,2024-10-26 17:29:07,10,7,70.0,练习,完成,1399,70.0
157,489,每日一练,2024-11-14 18:16:48,2024-11-14 19:13:46,43,12,27.906976744186046,PK,完成,3418,27.906976744186046
158,184,离线练习,2024-05-13 12:32:48,2024-05-13 13:11:36,48,22,45.83333333333333,PK,完成,2328,45.83333333333333
159,3643,在线挑战,2024-05-29 19:03:48,2024-05-29 19:43:06,23,9,39.130434782608695,练习,完成,2358,39.130434782608695
160,2953,每日一练,2024-08-10 16:49:48,2024-08-10 16:57:43,25,20,80.0,练习,未完成,475,80.0
161,3976,离线练习,2024-05-25 16:32:48,2024-05-25 16:40:43,16,14,87.5,练习,未完成,475,87.5
162,331,每日一练,2024-10-14 19:59:48,2024-10-14 20:19:48,19,18,94.73684210526315,PK,未完成,1200,94.73684210526315
163,3654,在线挑战,2024-11-01 05:12:48,2024-11-01 05:30:56,14,2,14.285714285714285,练习,完成,1088,14.285714285714285
164,2203,离线练习,2024-09-18 22:29:48,2024-09-18 23:10:55,34,19,55.88235294117647,练习,完成,2467,55.88235294117647
165,4040,在线挑战,2024-12-29 21:31:48,2024-12-29 21:54:05,7,1,14.285714285714285,练习,未完成,1337,14.285714285714285
166,3754,考点练习,2024-07-05 00:25:48,2024-07-05 00:36:50,32,7,21.875,练习,完成,662,21.875
167,1217,考点练习,2024-07-20 08:23:48,2024-07-20 08:43:24,27,14,51.85185185185185,练习,未完成,1176,51.85185185185185
168,1983,在线挑战,2024-12-20 07:21:48,2024-12-20 07:31:58,6,4,66.66666666666666,练习,未完成,610,66.66666666666666
169,2253,每日一练,2025-04-05 05:20:48,2025-04-05 05:51:08,25,9,36.0,练习,未完成,1820,36.0
170,1152,每日一练,2024-10-18 14:40:48,2024-10-18 15:38:09,5,2,40.0,PK,完成,3441,40.0
171,1352,考点练习,2025-03-06 09:01:48,2025-03-06 09:53:46,5,0,0.0,PK,未完成,3118,0.0
172,1736,考点练习,2024-04-30 12:11:48,2024-04-30 13:05:51,46,15,32.608695652173914,练习,未完成,3243,32.608695652173914
173,3747,在线挑战,2024-06-20 06:04:48,2024-06-20 06:23:57,48,39,81.25,练习,未完成,1149,81.25
174,4856,考点练习,2024-12-21 03:41:48,2024-12-21 03:56:29,15,15,100.0,练习,未完成,881,100.0
175,3050,在线挑战,2024-05-21 00:46:48,2024-05-21 01:40:42,39,9,23.076923076923077,练习,完成,3234,23.076923076923077
176,887,每日一练,2025-01-30 14:17:48,2025-01-30 14:48:03,43,9,20.930232558139537,PK,未完成,1815,20.930232558139537
177,1379,离线练习,2025-02-24 19:53:48,2025-02-24 20:39:57,14,13,92.85714285714286,PK,完成,2769,92.85714285714286
178,3142,每日一练,2024-05-23 13:38:48,2024-05-23 13:44:44,27,22,81.48148148148148,练习,完成,356,81.48148148148148
179,3847,在线挑战,2025-03-31 13:05:48,2025-03-31 13:20:55,42,21,50.0,练习,未完成,907,50.0
180,3256,考点练习,2025-01-01 04:30:48,2025-01-01 05:27:02,7,5,71.42857142857143,PK,未完成,3374,71.42857142857143
181,1505,在线挑战,2024-12-02 08:11:48,2024-12-02 09:05:43,44,37,84.0909090909091,PK,完成,3235,84.0909090909091
182,1323,离线练习,2024-09-28 08:11:48,2024-09-28 09:10:43,45,19,42.22222222222222,PK,完成,3535,42.22222222222222
183,4536,考点练习,2024-09-23 20:46:48,2024-09-23 21:33:21,11,5,45.45454545454545,练习,未完成,2793,45.45454545454545
184,431,在线挑战,2024-12-05 02:00:48,2024-12-05 02:16:09,7,5,71.42857142857143,练习,完成,921,71.42857142857143
185,1252,每日一练,2024-12-06 23:34:48,2024-12-07 00:09:46,34,4,11.76470588235294,PK,完成,2098,11.76470588235294
186,1318,考点练习,2024-10-07 05:20:48,2024-10-07 05:54:44,38,29,76.31578947368422,练习,未完成,2036,76.31578947368422
187,3747,考点练习,2025-03-03 15:16:48,2025-03-03 15:33:31,40,1,2.5,PK,未完成,1003,2.5
188,1620,离线练习,2025-02-08 21:19:48,2025-02-08 22:03:22,42,40,95.23809523809523,练习,未完成,2614,95.23809523809523
189,2791,考点练习,2025-03-11 11:05:48,2025-03-11 12:01:31,23,17,73.91304347826086,PK,未完成,3343,73.91304347826086
190,1859,每日一练,2025-02-26 10:04:48,2025-02-26 10:22:07,15,7,46.666666666666664,练习,未完成,1039,46.666666666666664
191,120,考点练习,2024-12-03 07:02:48,2024-12-03 07:36:50,20,6,30.0,PK,未完成,2042,30.0
192,4300,每日一练,2024-07-16 09:06:48,2024-07-16 09:41:03,5,2,40.0,练习,完成,2055,40.0
193,145,每日一练,2024-06-15 07:52:48,2024-06-15 08:08:50,41,4,9.75609756097561,PK,未完成,962,9.75609756097561
194,477,每日一练,2024-12-29 04:38:48,2024-12-29 05:13:40,40,33,82.5,PK,完成,2092,82.5
195,1582,在线挑战,2024-12-23 12:29:48,2024-12-23 13:14:35,26,12,46.15384615384615,PK,未完成,2687,46.15384615384615
196,327,每日一练,2024-05-01 09:16:48,2024-05-01 09:30:29,40,32,80.0,PK,未完成,821,80.0
197,1547,离线练习,2024-08-27 15:37:48,2024-08-27 15:48:42,30,23,76.66666666666667,PK,完成,654,76.66666666666667
198,3200,在线挑战,2024-06-13 08:08:48,2024-06-13 08:43:48,40,20,50.0,PK,完成,2100,50.0
199,2112,在线挑战,2024-11-22 06:58:48,2024-11-22 07:31:23,14,2,14.285714285714285,练习,完成,1955,14.285714285714285
200,1865,在线挑战,2025-03-13 03:53:48,2025-03-13 04:20:08,47,36,76.59574468085107,练习,完成,1580,76.59574468085107
201,34,考点练习,2024-08-03 03:34:48,2024-08-03 04:23:21,42,3,7.142857142857142,PK,未完成,2913,7.142857142857142
202,3247,每日一练,2024-11-19 13:44:48,2024-11-19 14:10:53,43,26,60.46511627906976,练习,未完成,1565,60.46511627906976
203,1583,考点练习,2024-08-15 20:06:48,2024-08-15 20:17:39,17,10,58.82352941176471,练习,完成,651,58.82352941176471
204,1593,离线练习,2024-05-26 14:38:48,2024-05-26 14:59:50,15,9,60.0,PK,未完成,1262,60.0
205,3767,离线练习,2025-02-28 06:40:48,2025-02-28 07:17:18,21,0,0.0,PK,完成,2190,0.0
206,4296,每日一练,2024-09-29 15:01:48,2024-09-29 15:12:03,20,7,35.0,练习,未完成,615,35.0
207,2911,考点练习,2024-08-25 17:40:48,2024-08-25 18:11:17,23,22,95.65217391304348,PK,未完成,1829,95.65217391304348
208,3242,离线练习,2024-09-29 12:14:48,2024-09-29 13:02:00,19,19,100.0,PK,未完成,2832,100.0
209,1670,考点练习,2025-01-16 13:33:48,2025-01-16 14:23:07,21,13,61.904761904761905,PK,完成,2959,61.904761904761905
210,2918,离线练习,2024-10-09 15:00:48,2024-10-09 15:23:49,14,0,0.0,练习,未完成,1381,0.0
211,4619,每日一练,2024-10-13 16:01:48,2024-10-13 16:48:13,40,40,100.0,练习,未完成,2785,100.0
212,2222,离线练习,2024-04-10 06:02:48,2024-04-10 06:16:47,24,4,16.666666666666664,PK,未完成,839,16.666666666666664
213,709,在线挑战,2024-08-07 12:49:48,2024-08-07 13:01:28,15,14,93.33333333333333,PK,未完成,700,93.33333333333333
214,890,每日一练,2024-06-17 17:51:48,2024-06-17 18:39:54,23,12,52.17391304347826,练习,未完成,2886,52.17391304347826
215,1571,离线练习,2024-10-05 21:20:48,2024-10-05 21:45:11,41,13,31.70731707317073,PK,完成,1463,31.70731707317073
216,3108,离线练习,2024-10-25 12:48:48,2024-10-25 13:19:11,27,27,100.0,PK,完成,1823,100.0
217,2409,考点练习,2024-08-19 08:56:48,2024-08-19 09:31:05,36,17,47.22222222222222,练习,未完成,2057,47.22222222222222
218,2077,考点练习,2024-06-13 13:47:48,2024-06-13 14:41:44,39,12,30.76923076923077,练习,完成,3236,30.76923076923077
219,1705,离线练习,2024-11-07 03:52:48,2024-11-07 04:42:07,32,2,6.25,PK,完成,2959,6.25
220,967,离线练习,2025-01-28 19:25:48,2025-01-28 20:24:30,34,6,17.647058823529413,练习,完成,3522,17.647058823529413
221,3659,每日一练,2024-04-22 02:28:48,2024-04-22 03:12:39,26,23,88.46153846153845,练习,完成,2631,88.46153846153845
